Sat, Dec 23, 2023	7:00p	Houston Rockets	106	New Orleans Pelicans	104	Box Score		17,399	2:26	Smoothie King Center	
Sat, Dec 23, 2023	7:30p	Memphis Grizzlies	125	Atlanta Hawks	119	Box Score		17,632	2:18	State Farm Arena	
Sat, Dec 23, 2023	7:30p	Detroit Pistons	115	Brooklyn Nets	126	Box Score		17,732	2:20	Barclays Center	
Sat, Dec 23, 2023	7:30p	Utah Jazz	126	Toronto Raptors	119	Box Score		19,420	2:06	Scotiabank Arena	
Sat, Dec 23, 2023	8:00p	Cleveland Cavaliers	109	Chicago Bulls	95	Box Score		19,583	2:07	United Center	
Sat, Dec 23, 2023	8:00p	Los Angeles Lakers	129	Oklahoma City Thunder	120	Box Score		18,203	2:08	Paycom Center	
Sat, Dec 23, 2023	8:30p	San Antonio Spurs	119	Dallas Mavericks	144	Box Score		20,409	2:07	American Airlines Center	
Sat, Dec 23, 2023	8:30p	Portland Trail Blazers	106	Golden State Warriors	126	Box Score		18,064	2:10	Chase Center	
Sat, Dec 23, 2023	10:00p	Minnesota Timberwolves	110	Sacramento Kings	98	Box Score		17,983	2:05	Golden 1 Center	
Mon, Dec 25, 2023	12:00p	Milwaukee Bucks	122	New York Knicks	129	Box Score		19,812	2:23	Madison Square Garden (IV)	
Mon, Dec 25, 2023	2:30p	Golden State Warriors	114	Denver Nuggets	120	Box Score		19,811	2:27	Ball Arena	
Mon, Dec 25, 2023	5:00p	Boston Celtics	126	Los Angeles Lakers	115	Box Score		18,997	2:17	Crypto.com Arena	
Mon, Dec 25, 2023	8:00p	Philadelphia 76ers	113	Miami Heat	119	Box Score		20,162	2:24	Kaseya Center	
Mon, Dec 25, 2023	10:30p	Dallas Mavericks	128	Phoenix Suns	114	Box Score		17,071	2:26	Footprint Center	
Tue, Dec 26, 2023	7:00p	Brooklyn Nets	118	Detroit Pistons	112	Box Score		19,811	2:27	Little Caesars Arena	
Tue, Dec 26, 2023	7:00p	Orlando Magic	127	Washington Wizards	119	Box Score		16,293	2:20	Capital One Arena	
Tue, Dec 26, 2023	8:00p	Atlanta Hawks	113	Chicago Bulls	118	Box Score		21,420	2:18	United Center	
Tue, Dec 26, 2023	8:00p	Indiana Pacers	123	Houston Rockets	117	Box Score		18,055	2:16	Toyota Center	
Tue, Dec 26, 2023	8:00p	Memphis Grizzlies	116	New Orleans Pelicans	115	Box Score	OT	18,538	2:51	Smoothie King Center	
Tue, Dec 26, 2023	8:00p	Minnesota Timberwolves	106	Oklahoma City Thunder	129	Box Score		18,203	2:14	Paycom Center	
Tue, Dec 26, 2023	8:00p	Utah Jazz	130	San Antonio Spurs	118	Box Score		18,579	2:16	Frost Bank Center	
Tue, Dec 26, 2023	10:00p	Sacramento Kings	113	Portland Trail Blazers	130	Box Score		18,585	2:06	Moda Center	
Tue, Dec 26, 2023	10:30p	Charlotte Hornets	104	Los Angeles Clippers	113	Box Score		19,370	2:06	Crypto.com Arena	
Wed, Dec 27, 2023	7:00p	Philadelphia 76ers	112	Orlando Magic	92	Box Score		19,179	2:15	Kia Center	
Wed, Dec 27, 2023	7:00p	Toronto Raptors	132	Washington Wizards	102	Box Score		15,437	2:06	Capital One Arena	
Wed, Dec 27, 2023	7:30p	Milwaukee Bucks	144	Brooklyn Nets	122	Box Score		18,199	2:16	Barclays Center	
Wed, Dec 27, 2023	8:00p	Phoenix Suns	129	Houston Rockets	113	Box Score		18,055	2:14	Toyota Center	
Wed, Dec 27, 2023	8:00p	New York Knicks	120	Oklahoma City Thunder	129	Box Score		18,203	2:16	Paycom Center	
Wed, Dec 27, 2023	8:30p	Cleveland Cavaliers	113	Dallas Mavericks	110	Box Score		20,377	2:15	American Airlines Center	
Thu, Dec 28, 2023	7:30p	Detroit Pistons	122	Boston Celtics	128	Box Score	OT	19,156	2:31	TD Garden	
Thu, Dec 28, 2023	8:00p	Indiana Pacers	120	Chicago Bulls	104	Box Score		21,568	2:13	United Center	
Thu, Dec 28, 2023	8:00p	Dallas Mavericks	110	Minnesota Timberwolves	118	Box Score		18,024	2:24	Target Center	
Thu, Dec 28, 2023	8:00p	Utah Jazz	105	New Orleans Pelicans	112	Box Score		17,753	2:07	Smoothie King Center	
Thu, Dec 28, 2023	9:00p	Memphis Grizzlies	105	Denver Nuggets	142	Box Score		19,733	2:06	Ball Arena	
Thu, Dec 28, 2023	10:00p	Miami Heat	114	Golden State Warriors	102	Box Score		18,064	2:18	Chase Center	
Thu, Dec 28, 2023	10:00p	San Antonio Spurs	118	Portland Trail Blazers	105	Box Score		19,335	2:15	Moda Center	
Thu, Dec 28, 2023	10:30p	Charlotte Hornets	112	Los Angeles Lakers	133	Box Score		18,997	2:03	Crypto.com Arena	
Fri, Dec 29, 2023	7:00p	New York Knicks	108	Orlando Magic	117	Box Score		19,587	2:31	Kia Center	
Fri, Dec 29, 2023	7:00p	Brooklyn Nets	104	Washington Wizards	110	Box Score		16,825	2:04	Capital One Arena	
Fri, Dec 29, 2023	7:30p	Sacramento Kings	117	Atlanta Hawks	110	Box Score		18,305	2:08	State Farm Arena	
Fri, Dec 29, 2023	7:30p	Toronto Raptors	118	Boston Celtics	120	Box Score		19,156	2:14	TD Garden	
Fri, Dec 29, 2023	7:30p	Milwaukee Bucks	119	Cleveland Cavaliers	111	Box Score		19,432	2:16	Rocket Mortgage Fieldhouse	
Fri, Dec 29, 2023	8:00p	Philadelphia 76ers	131	Houston Rockets	127	Box Score		18,055	2:17	Toyota Center	
Fri, Dec 29, 2023	9:00p	Oklahoma City Thunder	119	Denver Nuggets	93	Box Score		19,808	2:05	Ball Arena	
Fri, Dec 29, 2023	9:00p	Charlotte Hornets	119	Phoenix Suns	133	Box Score		17,071	2:10	Footprint Center	
Fri, Dec 29, 2023	10:00p	San Antonio Spurs	128	Portland Trail Blazers	134	Box Score		18,861	2:13	Moda Center	
Fri, Dec 29, 2023	10:30p	Memphis Grizzlies	106	Los Angeles Clippers	117	Box Score		19,370	2:15	Crypto.com Arena	
Sat, Dec 30, 2023	5:00p	Miami Heat	109	Utah Jazz	117	Box Score		18,206	2:18	Delta Center	
Sat, Dec 30, 2023	6:00p	Toronto Raptors	127	Detroit Pistons	129	Box Score		18,411	2:25	Little Caesars Arena	
Sat, Dec 30, 2023	7:00p	New York Knicks	126	Indiana Pacers	140	Box Score		17,274	2:14	Gainbridge Fieldhouse	
Sat, Dec 30, 2023	8:00p	Philadelphia 76ers	92	Chicago Bulls	105	Box Score		21,648	2:10	United Center	
Sat, Dec 30, 2023	8:00p	Los Angeles Lakers	106	Minnesota Timberwolves	108	Box Score		18,024	2:29	Target Center	
Sat, Dec 30, 2023	8:30p	Dallas Mavericks	132	Golden State Warriors	122	Box Score		18,064	2:13	Chase Center	
Sun, Dec 31, 2023	3:00p	Atlanta Hawks	130	Washington Wizards	126	Box Score		17,042	2:18	Capital One Arena	
Sun, Dec 31, 2023	7:00p	Los Angeles Lakers	109	New Orleans Pelicans	129	Box Score		18,434	2:07	Smoothie King Center	
Sun, Dec 31, 2023	7:00p	Brooklyn Nets	108	Oklahoma City Thunder	124	Box Score		18,203	2:19	Paycom Center	
Sun, Dec 31, 2023	7:00p	Boston Celtics	134	San Antonio Spurs	101	Box Score		18,886	1:57	Frost Bank Center	
Sun, Dec 31, 2023	8:00p	Sacramento Kings	123	Memphis Grizzlies	92	Box Score		17,794	2:06	FedEx Forum	
Sun, Dec 31, 2023	8:00p	Orlando Magic	107	Phoenix Suns	112	Box Score		17,071	2:06	Footprint Center	
Mon, Jan 1, 2024	3:00p	Minnesota Timberwolves	106	New York Knicks	112	Box Score		19,812	2:28	Madison Square Garden (IV)	
Mon, Jan 1, 2024	7:30p	Cleveland Cavaliers	121	Toronto Raptors	124	Box Score		19,800	2:28	Scotiabank Arena	
Mon, Jan 1, 2024	8:00p	Detroit Pistons	113	Houston Rockets	136	Box Score		18,055	2:06	Toyota Center	
Mon, Jan 1, 2024	8:00p	Indiana Pacers	122	Milwaukee Bucks	113	Box Score		17,922	2:22	Fiserv Forum	
Mon, Jan 1, 2024	9:00p	Charlotte Hornets	93	Denver Nuggets	111	Box Score		19,625	2:01	Ball Arena	
Mon, Jan 1, 2024	9:00p	Portland Trail Blazers	88	Phoenix Suns	109	Box Score		17,071	2:12	Footprint Center	
Mon, Jan 1, 2024	9:00p	Dallas Mavericks	90	Utah Jazz	127	Box Score		18,206	2:05	Delta Center	
Mon, Jan 1, 2024	10:30p	Miami Heat	104	Los Angeles Clippers	121	Box Score		19,370	2:10	Crypto.com Arena	
Tue, Jan 2, 2024	7:00p	Chicago Bulls	97	Philadelphia 76ers	110	Box Score		19,772	2:17	Wells Fargo Center	
Tue, Jan 2, 2024	8:00p	San Antonio Spurs	98	Memphis Grizzlies	106	Box Score		17,794	2:21	FedEx Forum	
Tue, Jan 2, 2024	8:00p	Brooklyn Nets	85	New Orleans Pelicans	112	Box Score		16,253	1:56	Smoothie King Center	
Tue, Jan 2, 2024	8:00p	Boston Celtics	123	Oklahoma City Thunder	127	Box Score		18,203	2:16	Paycom Center	
Tue, Jan 2, 2024	10:00p	Orlando Magic	115	Golden State Warriors	121	Box Score		18,064	2:33	Chase Center	
Tue, Jan 2, 2024	10:00p	Charlotte Hornets	111	Sacramento Kings	104	Box Score		17,832	2:10	Golden 1 Center	
Wed, Jan 3, 2024	7:00p	Washington Wizards	101	Cleveland Cavaliers	140	Box Score		19,432	1:57	Rocket Mortgage Fieldhouse	
Wed, Jan 3, 2024	7:00p	Milwaukee Bucks	130	Indiana Pacers	142	Box Score		17,274	2:35	Gainbridge Fieldhouse	
Wed, Jan 3, 2024	7:30p	Oklahoma City Thunder	138	Atlanta Hawks	141	Box Score		17,770	2:27	State Farm Arena	
Wed, Jan 3, 2024	8:00p	Brooklyn Nets	101	Houston Rockets	112	Box Score		16,563	2:15	Toyota Center	
Wed, Jan 3, 2024	8:00p	Toronto Raptors	116	Memphis Grizzlies	111	Box Score		16,385	2:13	FedEx Forum	
Wed, Jan 3, 2024	8:00p	New Orleans Pelicans	117	Minnesota Timberwolves	106	Box Score		18,024	2:11	Target Center	
Wed, Jan 3, 2024	8:30p	Portland Trail Blazers	97	Dallas Mavericks	126	Box Score		20,077	2:22	American Airlines Center	
Wed, Jan 3, 2024	8:30p	Chicago Bulls	100	New York Knicks	116	Box Score		19,812	2:13	Madison Square Garden (IV)	
Wed, Jan 3, 2024	9:00p	Los Angeles Clippers	131	Phoenix Suns	122	Box Score		17,071	2:28	Footprint Center	
Wed, Jan 3, 2024	9:00p	Detroit Pistons	148	Utah Jazz	154	Box Score	OT	18,206	2:43	Delta Center	
Wed, Jan 3, 2024	10:00p	Miami Heat	110	Los Angeles Lakers	96	Box Score		18,997	2:14	Crypto.com Arena	
Wed, Jan 3, 2024	10:00p	Orlando Magic	135	Sacramento Kings	138	Box Score	2OT	17,832	2:59	Golden 1 Center	
Thu, Jan 4, 2024	7:30p	Milwaukee Bucks	125	San Antonio Spurs	121	Box Score		19,082	2:16	Frost Bank Center	
Thu, Jan 4, 2024	10:00p	Denver Nuggets	130	Golden State Warriors	127	Box Score		18,064	2:22	Chase Center	
Fri, Jan 5, 2024	7:00p	Utah Jazz	97	Boston Celtics	126	Box Score		19,156	2:10	TD Garden	
Fri, Jan 5, 2024	7:00p	Atlanta Hawks	116	Indiana Pacers	150	Box Score		17,274	2:03	Gainbridge Fieldhouse	
Fri, Jan 5, 2024	7:30p	Oklahoma City Thunder	115	Brooklyn Nets	124	Box Score		18,147	2:22	Barclays Center	
Fri, Jan 5, 2024	7:30p	Washington Wizards	90	Cleveland Cavaliers	114	Box Score		19,432	2:05	Rocket Mortgage Fieldhouse	
Fri, Jan 5, 2024	7:30p	New York Knicks	128	Philadelphia 76ers	92	Box Score		20,461	2:21	Wells Fargo Center	
Fri, Jan 5, 2024	8:00p	Charlotte Hornets	91	Chicago Bulls	104	Box Score		21,345	2:06	United Center	
Fri, Jan 5, 2024	8:00p	Minnesota Timberwolves	122	Houston Rockets	95	Box Score		18,055	2:04	Toyota Center	
Fri, Jan 5, 2024	8:00p	Los Angeles Clippers	111	New Orleans Pelicans	95	Box Score		18,329	1:58	Smoothie King Center	
Fri, Jan 5, 2024	8:30p	Portland Trail Blazers	103	Dallas Mavericks	139	Box Score		20,162	2:05	American Airlines Center	
Fri, Jan 5, 2024	9:00p	Orlando Magic	122	Denver Nuggets	120	Box Score		19,659	2:15	Ball Arena	
Fri, Jan 5, 2024	9:00p	Miami Heat	97	Phoenix Suns	113	Box Score		17,071	2:07	Footprint Center	
Fri, Jan 5, 2024	10:00p	Detroit Pistons	109	Golden State Warriors	113	Box Score		18,064	2:19	Chase Center	
Fri, Jan 5, 2024	10:00p	Memphis Grizzlies	127	Los Angeles Lakers	113	Box Score		18,997	2:15	Crypto.com Arena	
Fri, Jan 5, 2024	10:00p	Toronto Raptors	130	Sacramento Kings	135	Box Score		17,941	2:21	Golden 1 Center	
Sat, Jan 6, 2024	7:00p	Boston Celtics	118	Indiana Pacers	101	Box Score		17,274	2:11	Gainbridge Fieldhouse	
Sat, Jan 6, 2024	7:00p	New York Knicks	121	Washington Wizards	105	Box Score		20,333	2:10	Capital One Arena	
Sat, Jan 6, 2024	7:30p	Utah Jazz	120	Philadelphia 76ers	109	Box Score		20,278	2:13	Wells Fargo Center	
Sat, Jan 6, 2024	8:00p	Milwaukee Bucks	108	Houston Rockets	112	Box Score		18,055	2:37	Toyota Center	
Sun, Jan 7, 2024	1:00p	San Antonio Spurs	115	Cleveland Cavaliers	117	Box Score		19,432	2:18	Rocket Mortgage Fieldhouse	
Sun, Jan 7, 2024	3:00p	Portland Trail Blazers	134	Brooklyn Nets	127	Box Score	OT	17,732	2:40	Barclays Center	
Sun, Jan 7, 2024	6:00p	Atlanta Hawks	110	Orlando Magic	117	Box Score	OT	19,349	2:35	Kia Center	
Sun, Jan 7, 2024	6:00p	New Orleans Pelicans	133	Sacramento Kings	100	Box Score		17,832	1:56	Golden 1 Center	
Sun, Jan 7, 2024	7:30p	Minnesota Timberwolves	108	Dallas Mavericks	115	Box Score		20,111	2:17	American Airlines Center	
Sun, Jan 7, 2024	8:00p	Detroit Pistons	114	Denver Nuggets	131	Box Score		19,623	2:15	Ball Arena	
Sun, Jan 7, 2024	8:00p	Memphis Grizzlies	121	Phoenix Suns	115	Box Score		17,071	2:21	Footprint Center	
Sun, Jan 7, 2024	8:30p	Toronto Raptors	133	Golden State Warriors	118	Box Score		18,064	2:00	Chase Center	
Sun, Jan 7, 2024	9:30p	Los Angeles Clippers	103	Los Angeles Lakers	106	Box Score		18,997	2:16	Crypto.com Arena	
Mon, Jan 8, 2024	7:00p	Chicago Bulls	119	Charlotte Hornets	112	Box Score	OT	14,418	2:18	Spectrum Center	
Mon, Jan 8, 2024	7:00p	Boston Celtics	131	Indiana Pacers	133	Box Score		16,009	2:24	Gainbridge Fieldhouse	
Mon, Jan 8, 2024	7:00p	Oklahoma City Thunder	136	Washington Wizards	128	Box Score		15,297	2:16	Capital One Arena	
Mon, Jan 8, 2024	7:30p	Houston Rockets	113	Miami Heat	120	Box Score		19,694	2:19	Kaseya Center	
Mon, Jan 8, 2024	8:00p	Utah Jazz	132	Milwaukee Bucks	116	Box Score		17,341	2:10	Fiserv Forum	
Mon, Jan 8, 2024	10:30p	Phoenix Suns	111	Los Angeles Clippers	138	Box Score		19,370	2:11	Crypto.com Arena	
Tue, Jan 9, 2024	7:00p	Sacramento Kings	131	Detroit Pistons	110	Box Score		13,992	2:12	Little Caesars Arena	
Tue, Jan 9, 2024	7:00p	Minnesota Timberwolves	113	Orlando Magic	92	Box Score		19,223	2:07	Kia Center	
Tue, Jan 9, 2024	7:30p	Portland Trail Blazers	84	New York Knicks	112	Box Score		19,812	2:04	Madison Square Garden (IV)	
Tue, Jan 9, 2024	8:30p	Memphis Grizzlies	120	Dallas Mavericks	103	Box Score		20,116	2:18	American Airlines Center	
Tue, Jan 9, 2024	10:30p	Toronto Raptors	131	Los Angeles Lakers	132	Box Score		18,997	2:28	Crypto.com Arena	
Wed, Jan 10, 2024	7:00p	Minnesota Timberwolves	120	Boston Celtics	127	Box Score	OT	19,156	2:37	TD Garden	
Wed, Jan 10, 2024	7:00p	Sacramento Kings	123	Charlotte Hornets	98	Box Score		14,173	2:02	Spectrum Center	
Wed, Jan 10, 2024	7:00p	San Antonio Spurs	130	Detroit Pistons	108	Box Score		17,833	2:05	Little Caesars Arena	
Wed, Jan 10, 2024	7:00p	Washington Wizards	104	Indiana Pacers	112	Box Score		15,721	2:17	Gainbridge Fieldhouse	
Wed, Jan 10, 2024	7:30p	Philadelphia 76ers	132	Atlanta Hawks	139	Box Score	OT	16,089	2:37	State Farm Arena	
Wed, Jan 10, 2024	7:30p	Oklahoma City Thunder	128	Miami Heat	120	Box Score		19,636	2:14	Kaseya Center	
Wed, Jan 10, 2024	8:00p	Houston Rockets	119	Chicago Bulls	124	Box Score	OT	21,149	2:36	United Center	
Wed, Jan 10, 2024	8:30p	New Orleans Pelicans	141	Golden State Warriors	105	Box Score		18,064	2:13	Chase Center	
Wed, Jan 10, 2024	10:00p	Denver Nuggets	111	Utah Jazz	124	Box Score		18,206	2:23	Delta Center	
Wed, Jan 10, 2024	10:30p	Toronto Raptors	120	Los Angeles Clippers	126	Box Score		19,370	2:07	Crypto.com Arena	
Thu, Jan 11, 2024	2:00p	Brooklyn Nets	102	Cleveland Cavaliers	111	Box Score		15,887	2:31	AccorHotels Arena	at Paris, France
Thu, Jan 11, 2024	7:30p	Boston Celtics	102	Milwaukee Bucks	135	Box Score		17,781	2:12	Fiserv Forum	
Thu, Jan 11, 2024	8:00p	Portland Trail Blazers	77	Oklahoma City Thunder	139	Box Score		15,828	1:58	Paycom Center	
Thu, Jan 11, 2024	8:30p	New York Knicks	124	Dallas Mavericks	128	Box Score		20,040	2:24	American Airlines Center	
Thu, Jan 11, 2024	10:00p	Phoenix Suns	127	Los Angeles Lakers	109	Box Score		18,416	2:19	Crypto.com Arena	
Fri, Jan 12, 2024	7:30p	Indiana Pacers	126	Atlanta Hawks	108	Box Score		15,596	2:06	State Farm Arena	
Fri, Jan 12, 2024	7:30p	Houston Rockets	112	Detroit Pistons	110	Box Score		13,987	2:10	Little Caesars Arena	
Fri, Jan 12, 2024	7:30p	Sacramento Kings	93	Philadelphia 76ers	112	Box Score		19,766	2:16	Wells Fargo Center	
Fri, Jan 12, 2024	8:00p	Golden State Warriors	140	Chicago Bulls	131	Box Score		21,153	2:19	United Center	
Fri, Jan 12, 2024	8:00p	Los Angeles Clippers	128	Memphis Grizzlies	119	Box Score		16,617	2:07	FedEx Forum	
Fri, Jan 12, 2024	8:00p	Orlando Magic	96	Miami Heat	99	Box Score		19,650	2:27	Kaseya Center	
Fri, Jan 12, 2024	8:00p	Portland Trail Blazers	93	Minnesota Timberwolves	116	Box Score		18,024	2:12	Target Center	
Fri, Jan 12, 2024	8:00p	Charlotte Hornets	99	San Antonio Spurs	135	Box Score		18,073	2:21	Frost Bank Center	
Fri, Jan 12, 2024	9:30p	Toronto Raptors	113	Utah Jazz	145	Box Score		18,206	2:10	Delta Center	
Fri, Jan 12, 2024	10:00p	New Orleans Pelicans	113	Denver Nuggets	125	Box Score		19,638	2:16	Ball Arena	
Sat, Jan 13, 2024	7:00p	Houston Rockets	113	Boston Celtics	145	Box Score		19,156	2:06	TD Garden	
Sat, Jan 13, 2024	7:30p	Washington Wizards	127	Atlanta Hawks	99	Box Score		17,108	2:14	State Farm Arena	
Sat, Jan 13, 2024	8:00p	New York Knicks	106	Memphis Grizzlies	94	Box Score		16,598	2:02	FedEx Forum	
Sat, Jan 13, 2024	8:00p	Golden State Warriors	118	Milwaukee Bucks	129	Box Score		18,009	2:08	Fiserv Forum	
Sat, Jan 13, 2024	8:00p	Orlando Magic	100	Oklahoma City Thunder	112	Box Score		18,203	2:10	Paycom Center	
Sat, Jan 13, 2024	8:30p	New Orleans Pelicans	118	Dallas Mavericks	108	Box Score		20,155	2:10	American Airlines Center	
Sat, Jan 13, 2024	8:30p	Chicago Bulls	122	San Antonio Spurs	116	Box Score		18,354	2:08	Frost Bank Center	
Sat, Jan 13, 2024	9:30p	Los Angeles Lakers	125	Utah Jazz	132	Box Score		18,206	2:18	Delta Center	
Sun, Jan 14, 2024	3:30p	Indiana Pacers	109	Denver Nuggets	117	Box Score		19,631	2:17	Ball Arena	
Sun, Jan 14, 2024	6:00p	Charlotte Hornets	87	Miami Heat	104	Box Score		19,831	2:14	Kaseya Center	
Sun, Jan 14, 2024	7:00p	Sacramento Kings	142	Milwaukee Bucks	143	Box Score	OT	17,612	2:39	Fiserv Forum	
Sun, Jan 14, 2024	7:00p	Los Angeles Clippers	105	Minnesota Timberwolves	109	Box Score		18,024	2:26	Target Center	
Sun, Jan 14, 2024	9:00p	Phoenix Suns	127	Portland Trail Blazers	116	Box Score		18,071	2:13	Moda Center	
Mon, Jan 15, 2024	1:00p	Houston Rockets	115	Philadelphia 76ers	124	Box Score		20,822	2:25	Wells Fargo Center	
Mon, Jan 15, 2024	2:30p	New Orleans Pelicans	120	Dallas Mavericks	125	Box Score		20,010	2:29	American Airlines Center	
Mon, Jan 15, 2024	3:00p	Orlando Magic	98	New York Knicks	94	Box Score		19,812	2:16	Madison Square Garden (IV)	
Mon, Jan 15, 2024	3:00p	Detroit Pistons	129	Washington Wizards	117	Box Score		15,156	2:06	Capital One Arena	
Mon, Jan 15, 2024	3:30p	San Antonio Spurs	99	Atlanta Hawks	109	Box Score		17,447	2:17	State Farm Arena	
Mon, Jan 15, 2024	6:00p	Golden State Warriors	107	Memphis Grizzlies	116	Box Score		16,612	2:22	FedEx Forum	
Mon, Jan 15, 2024	7:00p	Chicago Bulls	91	Cleveland Cavaliers	109	Box Score		19,432	2:10	Rocket Mortgage Fieldhouse	
Mon, Jan 15, 2024	7:30p	Miami Heat	96	Brooklyn Nets	95	Box Score	OT	17,893	2:28	Barclays Center	
Mon, Jan 15, 2024	7:30p	Boston Celtics	105	Toronto Raptors	96	Box Score		19,278	2:06	Scotiabank Arena	
Mon, Jan 15, 2024	9:00p	Indiana Pacers	105	Utah Jazz	132	Box Score		18,206	2:15	Delta Center	
Mon, Jan 15, 2024	10:30p	Oklahoma City Thunder	105	Los Angeles Lakers	112	Box Score		18,997	2:05	Crypto.com Arena	
Tue, Jan 16, 2024	7:30p	Denver Nuggets	121	Philadelphia 76ers	126	Box Score		19,775	2:28	Wells Fargo Center	
Tue, Jan 16, 2024	9:00p	Sacramento Kings	117	Phoenix Suns	119	Box Score		17,071	2:14	Footprint Center	
Tue, Jan 16, 2024	10:00p	Oklahoma City Thunder	117	Los Angeles Clippers	128	Box Score		19,370	2:20	Crypto.com Arena	
Wed, Jan 17, 2024	7:00p	Minnesota Timberwolves	124	Detroit Pistons	117	Box Score		16,022	2:07	Little Caesars Arena	
Wed, Jan 17, 2024	7:30p	Orlando Magic	104	Atlanta Hawks	106	Box Score		14,541	2:14	State Farm Arena	
Wed, Jan 17, 2024	7:30p	San Antonio Spurs	98	Boston Celtics	117	Box Score		19,156	2:00	TD Garden	
Wed, Jan 17, 2024	7:30p	Milwaukee Bucks	95	Cleveland Cavaliers	135	Box Score		19,432	2:02	Rocket Mortgage Fieldhouse	
Wed, Jan 17, 2024	7:30p	Houston Rockets	94	New York Knicks	109	Box Score		19,439	2:15	Madison Square Garden (IV)	
Wed, Jan 17, 2024	7:30p	Miami Heat	97	Toronto Raptors	121	Box Score		19,631	2:01	Scotiabank Arena	
Wed, Jan 17, 2024	8:00p	Charlotte Hornets	112	New Orleans Pelicans	132	Box Score		16,093	2:04	Smoothie King Center	
Wed, Jan 17, 2024	8:30p	Dallas Mavericks	110	Los Angeles Lakers	127	Box Score		18,338	2:17	Crypto.com Arena	
Wed, Jan 17, 2024	10:00p	Brooklyn Nets	103	Portland Trail Blazers	105	Box Score		17,021	2:13	Moda Center	
Thu, Jan 18, 2024	7:30p	Washington Wizards	109	New York Knicks	113	Box Score		19,466	2:24	Madison Square Garden (IV)	
Thu, Jan 18, 2024	7:30p	Chicago Bulls	116	Toronto Raptors	110	Box Score		19,312	2:13	Scotiabank Arena	
Thu, Jan 18, 2024	9:00p	Oklahoma City Thunder	134	Utah Jazz	129	Box Score		18,206	2:24	Delta Center	
Thu, Jan 18, 2024	10:00p	Memphis Grizzlies	103	Minnesota Timberwolves	118	Box Score		18,024	2:15	Target Center	
Thu, Jan 18, 2024	10:00p	Indiana Pacers	126	Sacramento Kings	121	Box Score		17,832	2:24	Golden 1 Center	
Fri, Jan 19, 2024	7:00p	San Antonio Spurs	120	Charlotte Hornets	124	Box Score		19,093	2:10	Spectrum Center	
Fri, Jan 19, 2024	7:00p	Philadelphia 76ers	124	Orlando Magic	109	Box Score		19,063	2:16	Kia Center	
Fri, Jan 19, 2024	7:30p	Denver Nuggets	102	Boston Celtics	100	Box Score		19,156	2:12	TD Garden	
Fri, Jan 19, 2024	8:00p	Atlanta Hawks	109	Miami Heat	108	Box Score		20,040	2:34	Kaseya Center	
Fri, Jan 19, 2024	8:00p	Phoenix Suns	123	New Orleans Pelicans	109	Box Score		18,686	2:07	Smoothie King Center	
Fri, Jan 19, 2024	10:00p	Indiana Pacers	115	Portland Trail Blazers	118	Box Score		18,595	2:26	Moda Center	
Fri, Jan 19, 2024	10:30p	Brooklyn Nets	130	Los Angeles Lakers	112	Box Score		18,997	2:11	Crypto.com Arena	
Sat, Jan 20, 2024	3:00p	Milwaukee Bucks	141	Detroit Pistons	135	Box Score		19,996	2:27	Little Caesars Arena	
Sat, Jan 20, 2024	7:00p	Philadelphia 76ers	97	Charlotte Hornets	89	Box Score		18,261	2:09	Spectrum Center	
Sat, Jan 20, 2024	7:00p	San Antonio Spurs	131	Washington Wizards	127	Box Score		17,922	2:17	Capital One Arena	
Sat, Jan 20, 2024	7:30p	Cleveland Cavaliers	116	Atlanta Hawks	95	Box Score		17,047	2:04	State Farm Arena	
Sat, Jan 20, 2024	7:30p	Toronto Raptors	100	New York Knicks	126	Box Score		19,812	2:11	Madison Square Garden (IV)	
Sat, Jan 20, 2024	8:00p	Memphis Grizzlies	96	Chicago Bulls	125	Box Score		21,441	2:07	United Center	
Sat, Jan 20, 2024	8:00p	Utah Jazz	126	Houston Rockets	127	Box Score	OT	16,618	2:41	Toyota Center	
Sat, Jan 20, 2024	8:00p	Oklahoma City Thunder	102	Minnesota Timberwolves	97	Box Score			2:24	Target Center	
Sun, Jan 21, 2024	3:30p	Brooklyn Nets	114	Los Angeles Clippers	125	Box Score		19,370	2:20	Crypto.com Arena	
Sun, Jan 21, 2024	6:00p	Miami Heat	87	Orlando Magic	105	Box Score		18,102	2:17	Kia Center	
Sun, Jan 21, 2024	6:00p	Denver Nuggets	113	Washington Wizards	104	Box Score		17,107	2:09	Capital One Arena	
Sun, Jan 21, 2024	7:00p	Boston Celtics	116	Houston Rockets	107	Box Score		18,055	2:09	Toyota Center	
Sun, Jan 21, 2024	8:00p	Indiana Pacers	110	Phoenix Suns	117	Box Score		17,071	2:19	Footprint Center	
Sun, Jan 21, 2024	10:00p	Portland Trail Blazers	110	Los Angeles Lakers	134	Box Score		18,997	2:04	Crypto.com Arena	
Mon, Jan 22, 2024	7:00p	Milwaukee Bucks	122	Detroit Pistons	113	Box Score		17,201	2:19	Little Caesars Arena	
Mon, Jan 22, 2024	7:00p	Cleveland Cavaliers	126	Orlando Magic	99	Box Score		19,301	2:12	Kia Center	
Mon, Jan 22, 2024	7:00p	San Antonio Spurs	123	Philadelphia 76ers	133	Box Score		20,511	2:19	Wells Fargo Center	
Mon, Jan 22, 2024	7:30p	Memphis Grizzlies	108	Toronto Raptors	100	Box Score		18,577	2:06	Scotiabank Arena	
